,Gene,Chromosome_Accession,Transcript,Transcript_ID_Full
451,AADACL3,NC_000001.10,NR_111984,NR_111984.1
452,C1orf158,NC_000001.10,NM_152290,NM_152290.3
453,C1orf158,NC_000001.10,NM_001330361,NM_001330361.1
454,PRAMEF12,NC_000001.10,NM_001080830,NM_001080830.4
455,PRAMEF1,NC_000001.10,NM_023013,NM_023013.4
456,PRAMEF1,NC_000001.10,NM_001294139,NM_001294139.1
457,PRAMEF11,NC_000001.10,NM_001146344,NM_001146344.2
458,HNRNPCL1,NC_000001.10,NM_001013631,NM_001013631.2
459,PRAMEF2,NC_000001.10,NM_023014,NM_023014.1
460,PRAMEF4,NC_000001.10,NM_001009611,NM_001009611.4
461,PRAMEF10,NC_000001.10,NM_001039361,NM_001039361.4
462,PRAMEF7,NC_000001.10,NM_001012277,NM_001012277.4
463,PRAMEF6,NC_000001.10,NM_001010889,NM_001010889.2
464,PRAMEF18,NC_000001.10,NM_001099850,NM_001099850.2
465,PRAMEF34P,NC_000001.10,NR_111947,NR_111947.1
466,HNRNPCL2,NC_000001.10,NM_001136561,NM_001136561.3
467,PRAMEF36P,NC_000001.10,NR_111945,NR_111945.1
468,PRAMEF25,NC_000001.10,NM_001310134,NM_001310134.1
469,PRAMEF5,NC_000001.10,NM_001013407,NM_001013407.2
470,PRAMEF33P,NC_000001.10,NM_001291381,NM_001291381.1
471,PRAMEF13,NC_000001.10,NM_001291380,NM_001291380.1
472,PRAMEF8,NC_000001.10,NM_001012276,NM_001012276.3
473,PRAMEF15,NC_000001.10,NM_001098376,NM_001098376.2
474,PRAMEF14,NC_000001.10,NM_001024661,NM_001024661.2
475,PRAMEF19,NC_000001.10,NM_001099790,NM_001099790.2
476,PRAMEF17,NC_000001.10,NM_001099851,NM_001099851.3
477,PRAMEF20,NC_000001.10,NM_001099852,NM_001099852.2
478,LRRC38,NC_000001.10,NM_001010847,NM_001010847.1
479,PDPN,NC_000001.10,NM_006474,NM_006474.4
480,PDPN,NC_000001.10,NM_198389,NM_198389.2
481,PDPN,NC_000001.10,NM_001006624,NM_001006624.1
482,PDPN,NC_000001.10,NM_001006625,NM_001006625.1
483,PRDM2,NC_000001.10,NM_001135610,NM_001135610.1
484,PRDM2,NC_000001.10,NM_012231,NM_012231.4
485,PRDM2,NC_000001.10,NM_015866,NM_015866.4
486,PRDM2,NC_000001.10,NM_001007257,NM_001007257.2
487,KAZN,NC_000001.10,NM_201628,NM_201628.2
488,KAZN,NC_000001.10,NM_015209,NM_015209.2
489,KAZN,NC_000001.10,NM_001018000,NM_001018000.3
490,KAZN,NC_000001.10,NM_001018001,NM_001018001.2
491,KAZN,NC_000001.10,NM_001017999,NM_001017999.2
492,TMEM51-AS1,NC_000001.10,NR_027136,NR_027136.1
493,TMEM51,NC_000001.10,NM_001136216,NM_001136216.1
494,TMEM51,NC_000001.10,NM_001136217,NM_001136217.1
495,TMEM51,NC_000001.10,NM_001319665,NM_001319665.1
496,TMEM51,NC_000001.10,NR_135082,NR_135082.1
497,TMEM51,NC_000001.10,NM_001136218,NM_001136218.1
498,TMEM51,NC_000001.10,NM_018022,NM_018022.2
499,C1orf195,NC_000001.10,NM_001278502,NM_001278502.1
500,C1orf195,NC_000001.10,NM_001278501,NM_001278501.1
501,FHAD1,NC_000001.10,NM_052929,NM_052929.1
502,EFHD2,NC_000001.10,NM_024329,NM_024329.5
503,CTRC,NC_000001.10,NM_007272,NM_007272.2
504,CELA2A,NC_000001.10,NM_033440,NM_033440.2
505,CELA2B,NC_000001.10,NM_015849,NM_015849.2
506,CASP9,NC_000001.10,NM_032996,NM_032996.3
507,CASP9,NC_000001.10,NR_102733,NR_102733.1
508,CASP9,NC_000001.10,NM_001278054,NM_001278054.1
509,CASP9,NC_000001.10,NM_001229,NM_001229.4
510,CASP9,NC_000001.10,NR_102732,NR_102732.1
511,DNAJC16,NC_000001.10,NR_109898,NR_109898.1
512,DNAJC16,NC_000001.10,NM_015291,NM_015291.3
513,DNAJC16,NC_000001.10,NM_001287811,NM_001287811.1
514,AGMAT,NC_000001.10,NM_024758,NM_024758.4
515,DDI2,NC_000001.10,NM_032341,NM_032341.4
516,RSC1A1,NC_000001.10,NM_006511,NM_006511.2
517,PLEKHM2,NC_000001.10,NM_015164,NM_015164.2
518,SLC25A34,NC_000001.10,NM_207348,NM_207348.2
519,TMEM82,NC_000001.10,NM_001013641,NM_001013641.2
520,FBLIM1,NC_000001.10,NM_017556,NM_017556.2
521,FBLIM1,NC_000001.10,NM_001024215,NM_001024215.1
522,FBLIM1,NC_000001.10,NM_001024216,NM_001024216.1
523,UQCRHL,NC_000001.10,NM_001089591,NM_001089591.1
524,FLJ37453,NC_000001.10,NR_024279,NR_024279.1
525,SPEN,NC_000001.10,NM_015001,NM_015001.2
526,ZBTB17,NC_000001.10,NM_001324137,NM_001324137.1
527,ZBTB17,NC_000001.10,NM_001242884,NM_001242884.1
528,ZBTB17,NC_000001.10,NM_001287604,NM_001287604.1
529,ZBTB17,NC_000001.10,NM_001324138,NM_001324138.1
530,ZBTB17,NC_000001.10,NM_003443,NM_003443.2
531,ZBTB17,NC_000001.10,NM_001287603,NM_001287603.1
532,C1orf64,NC_000001.10,NM_178840,NM_178840.3
533,HSPB7,NC_000001.10,NM_014424,NM_014424.4
534,CLCNKA,NC_000001.10,NM_004070,NM_004070.3
535,CLCNKA,NC_000001.10,NM_001042704,NM_001042704.1
536,CLCNKA,NC_000001.10,NM_001257139,NM_001257139.1
537,CLCNKB,NC_000001.10,NM_000085,NM_000085.4
538,CLCNKB,NC_000001.10,NM_001165945,NM_001165945.2
539,FAM131C,NC_000001.10,NM_182623,NM_182623.2
540,EPHA2,NC_000001.10,NM_001329090,NM_001329090.1
541,EPHA2,NC_000001.10,NM_004431,NM_004431.4
542,ARHGEF19,NC_000001.10,NM_153213,NM_153213.4
543,RSG1,NC_000001.10,NM_030907,NM_030907.3
544,FBXO42,NC_000001.10,NM_018994,NM_018994.2
545,SZRD1,NC_000001.10,NR_073501,NR_073501.1
546,SZRD1,NC_000001.10,NM_001114600,NM_001114600.2
547,SZRD1,NC_000001.10,NM_001271869,NM_001271869.1
548,SZRD1,NC_000001.10,NR_073502,NR_073502.1
549,SZRD1,NC_000001.10,NR_073503,NR_073503.1
550,SZRD1,NC_000001.10,NR_073500,NR_073500.1
551,SPATA21,NC_000001.10,NM_198546,NM_198546.1
552,NECAP2,NC_000001.10,NM_018090,NM_018090.4
553,NECAP2,NC_000001.10,NM_001145277,NM_001145277.1
554,NECAP2,NC_000001.10,NM_001145278,NM_001145278.1
555,CROCCP3,NC_000001.10,NR_023386,NR_023386.1
556,RNU1-1,NC_000001.10,NR_004430,NR_004430.2
557,LINC01783,NC_000001.10,NR_135764,NR_135764.1
558,FAM231B,NC_000001.10,NM_001310155,NM_001310155.1
559,NBPF1,NC_000001.10,NM_017940,NM_017940.4
560,CROCCP2,NC_000001.10,NR_026752,NR_026752.1
561,MST1P2,NC_000001.10,NR_027504,NR_027504.1
562,RNU1-3,NC_000001.10,NR_004408,NR_004408.1
563,FAM231A,NC_000001.10,NM_001282321,NM_001282321.1
564,ESPNP,NC_000001.10,NR_026567,NR_026567.1
565,RNU1-4,NC_000001.10,NR_004421,NR_004421.1
566,MST1L,NC_000001.10,NM_001271733,NM_001271733.1
567,LOC102724562,NC_000001.10,NR_135824,NR_135824.1
568,MIR3675,NC_000001.10,NR_037446,NR_037446.1
569,LOC105376805,NC_000001.10,NR_135059,NR_135059.1
570,LOC105376805,NC_000001.10,NR_135058,NR_135058.1
571,LOC105376805,NC_000001.10,NR_135057,NR_135057.1
572,LOC105376805,NC_000001.10,NR_135056,NR_135056.1
573,RNU1-2,NC_000001.10,NR_004427,NR_004427.1
574,CROCC,NC_000001.10,NM_014675,NM_014675.4
575,MFAP2,NC_000001.10,NM_001135247,NM_001135247.1
576,MFAP2,NC_000001.10,NM_017459,NM_017459.2
577,MFAP2,NC_000001.10,NM_001135248,NM_001135248.1
578,MFAP2,NC_000001.10,NM_002403,NM_002403.3
579,ATP13A2,NC_000001.10,NM_001141974,NM_001141974.2
580,ATP13A2,NC_000001.10,NM_001141973,NM_001141973.2
581,ATP13A2,NC_000001.10,NM_022089,NM_022089.3
582,SDHB,NC_000001.10,NM_003000,NM_003000.2
583,PADI2,NC_000001.10,NM_007365,NM_007365.2
584,PADI1,NC_000001.10,NM_013358,NM_013358.2
585,PADI3,NC_000001.10,NM_016233,NM_016233.2
586,MIR3972,NC_000001.10,NR_039768,NR_039768.1
587,PADI4,NC_000001.10,NM_012387,NM_012387.2
588,PADI6,NC_000001.10,NM_207421,NM_207421.4
589,RCC2,NC_000001.10,NM_018715,NM_018715.3
590,RCC2,NC_000001.10,NM_001136204,NM_001136204.2
591,ARHGEF10L,NC_000001.10,NM_018125,NM_018125.3
592,ARHGEF10L,NC_000001.10,NR_137287,NR_137287.1
593,ARHGEF10L,NC_000001.10,NR_137288,NR_137288.1
594,ARHGEF10L,NC_000001.10,NM_001011722,NM_001011722.2
595,ARHGEF10L,NC_000001.10,NM_001319837,NM_001319837.1
596,ARHGEF10L,NC_000001.10,NM_001319838,NM_001319838.1
597,ARHGEF10L,NC_000001.10,NM_001328124,NM_001328124.1
598,ACTL8,NC_000001.10,NM_030812,NM_030812.2
599,LINC01654,NC_000001.10,NR_125946,NR_125946.1
600,IGSF21,NC_000001.10,NM_032880,NM_032880.4
601,KLHDC7A,NC_000001.10,NM_152375,NM_152375.2
602,PAX7,NC_000001.10,NM_001135254,NM_001135254.1
603,PAX7,NC_000001.10,NM_002584,NM_002584.2
604,PAX7,NC_000001.10,NM_013945,NM_013945.2
605,TAS1R2,NC_000001.10,NM_152232,NM_152232.2
606,ALDH4A1,NC_000001.10,NM_001319218,NM_001319218.1
607,ALDH4A1,NC_000001.10,NM_170726,NM_170726.2
608,ALDH4A1,NC_000001.10,NM_003748,NM_003748.3
609,ALDH4A1,NC_000001.10,NM_001161504,NM_001161504.1
610,MIR4695,NC_000001.10,NR_039844,NR_039844.2
611,MIR1290,NC_000001.10,NR_031622,NR_031622.1
612,IFFO2,NC_000001.10,NM_001136265,NM_001136265.1
613,UBR4,NC_000001.10,NM_020765,NM_020765.2
614,LOC101927895,NC_000001.10,NR_135114,NR_135114.1
615,LOC101927895,NC_000001.10,NR_135115,NR_135115.1
616,EMC1,NC_000001.10,NM_001271429,NM_001271429.1
617,EMC1,NC_000001.10,NM_001271427,NM_001271427.1
618,EMC1,NC_000001.10,NM_001271428,NM_001271428.1
619,EMC1,NC_000001.10,NM_015047,NM_015047.2
620,MRTO4,NC_000001.10,NM_016183,NM_016183.3
621,AKR7L,NC_000001.10,NR_040289,NR_040289.1
622,AKR7L,NC_000001.10,NR_040288,NR_040288.1
623,AKR7A3,NC_000001.10,NM_012067,NM_012067.2
624,LOC100506730,NC_000001.10,NR_037847,NR_037847.1
625,AKR7A2,NC_000001.10,NM_001320979,NM_001320979.1
626,AKR7A2,NC_000001.10,NM_003689,NM_003689.3
627,PQLC2,NC_000001.10,NR_109848,NR_109848.1
628,PQLC2,NC_000001.10,NM_001040125,NM_001040125.1
629,PQLC2,NC_000001.10,NM_017765,NM_017765.2
630,PQLC2,NC_000001.10,NM_001040126,NM_001040126.1
631,PQLC2,NC_000001.10,NM_001287531,NM_001287531.1
632,CAPZB,NC_000001.10,NM_004930,NM_004930.4
633,CAPZB,NC_000001.10,NM_001206540,NM_001206540.2
634,CAPZB,NC_000001.10,NM_001206541,NM_001206541.2
635,CAPZB,NC_000001.10,NM_001282162,NM_001282162.1
636,CAPZB,NC_000001.10,NM_001313932,NM_001313932.1
637,LOC105378614,NC_000001.10,NR_135054,NR_135054.1
638,MINOS1-NBL1,NC_000001.10,NM_001204088,NM_001204088.1
639,MINOS1-NBL1,NC_000001.10,NM_001204089,NM_001204089.1
640,MINOS1,NC_000001.10,NR_033757,NR_033757.2
641,MINOS1,NC_000001.10,NR_033758,NR_033758.2
642,MINOS1,NC_000001.10,NM_001204083,NM_001204083.1
643,MINOS1,NC_000001.10,NM_001032363,NM_001032363.3
644,MINOS1,NC_000001.10,NM_001204082,NM_001204082.1
645,RPS14P3,NC_000001.10,NR_077246,NR_077246.1
646,NBL1,NC_000001.10,NM_182744,NM_182744.3
647,NBL1,NC_000001.10,NM_001278164,NM_001278164.1
648,NBL1,NC_000001.10,NM_001278165,NM_001278165.1
649,NBL1,NC_000001.10,NM_001204084,NM_001204084.2
650,NBL1,NC_000001.10,NM_005380,NM_005380.7
651,NBL1,NC_000001.10,NM_001204085,NM_001204085.1
652,NBL1,NC_000001.10,NM_001204086,NM_001204086.2
653,NBL1,NC_000001.10,NM_001278166,NM_001278166.1
654,HTR6,NC_000001.10,NM_000871,NM_000871.2
655,TMCO4,NC_000001.10,NM_181719,NM_181719.4
656,RNF186,NC_000001.10,NM_019062,NM_019062.1
657,OTUD3,NC_000001.10,NM_015207,NM_015207.1
658,PLA2G2E,NC_000001.10,NM_014589,NM_014589.2
659,PLA2G2A,NC_000001.10,NM_001161728,NM_001161728.1
660,PLA2G2A,NC_000001.10,NM_001161727,NM_001161727.1
661,PLA2G2A,NC_000001.10,NM_000300,NM_000300.3
662,PLA2G2A,NC_000001.10,NM_001161729,NM_001161729.1
663,PLA2G5,NC_000001.10,NM_000929,NM_000929.2
664,PLA2G2D,NC_000001.10,NM_001271814,NM_001271814.1
665,PLA2G2D,NC_000001.10,NM_012400,NM_012400.3
666,PLA2G2F,NC_000001.10,NM_022819,NM_022819.3
667,PLA2G2C,NC_000001.10,NM_001316722,NM_001316722.1
668,UBXN10-AS1,NC_000001.10,NR_110078,NR_110078.1
669,UBXN10,NC_000001.10,NM_152376,NM_152376.4
670,VWA5B1,NC_000001.10,NM_001039500,NM_001039500.2
671,LINC01141,NC_000001.10,NR_033887,NR_033887.1
672,CAMK2N1,NC_000001.10,NM_018584,NM_018584.5
673,MUL1,NC_000001.10,NM_024544,NM_024544.2
674,FAM43B,NC_000001.10,NM_207334,NM_207334.2
675,CDA,NC_000001.10,NM_001785,NM_001785.2
676,PINK1,NC_000001.10,NM_032409,NM_032409.2
677,MIR6084,NC_000001.10,NR_106732,NR_106732.1
678,PINK1-AS,NC_000001.10,NR_046507,NR_046507.1
679,DDOST,NC_000001.10,NM_005216,NM_005216.4
680,KIF17,NC_000001.10,NM_001122819,NM_001122819.2
681,KIF17,NC_000001.10,NM_020816,NM_020816.3
682,KIF17,NC_000001.10,NM_001287212,NM_001287212.1
683,SH2D5,NC_000001.10,NM_001103160,NM_001103160.1
684,SH2D5,NC_000001.10,NM_001103161,NM_001103161.1
685,HP1BP3,NC_000001.10,NM_016287,NM_016287.3
686,EIF4G3,NC_000001.10,NM_001198801,NM_001198801.1
687,EIF4G3,NC_000001.10,NM_001198802,NM_001198802.1
688,EIF4G3,NC_000001.10,NM_003760,NM_003760.4
689,EIF4G3,NC_000001.10,NM_001198803,NM_001198803.2
690,MIR1256,NC_000001.10,NR_031657,NR_031657.1
691,ECE1,NC_000001.10,NM_001113348,NM_001113348.1
692,ECE1,NC_000001.10,NM_001397,NM_001397.2
693,ECE1,NC_000001.10,NM_001113349,NM_001113349.1
694,ECE1,NC_000001.10,NM_001113347,NM_001113347.1
695,LOC100506801,NC_000001.10,NR_038404,NR_038404.1
696,NBPF3,NC_000001.10,NM_001330381,NM_001330381.1
697,NBPF3,NC_000001.10,NR_046176,NR_046176.2
698,NBPF3,NC_000001.10,NM_001256416,NM_001256416.2
699,NBPF3,NC_000001.10,NM_032264,NM_032264.4
700,NBPF3,NC_000001.10,NM_001256417,NM_001256417.2
701,ALPL,NC_000001.10,NM_000478,NM_000478.5
702,ALPL,NC_000001.10,NM_001127501,NM_001127501.3
703,ALPL,NC_000001.10,NM_001177520,NM_001177520.2
704,RAP1GAP,NC_000001.10,NM_002885,NM_002885.2
705,RAP1GAP,NC_000001.10,NM_001145657,NM_001145657.1
706,RAP1GAP,NC_000001.10,NM_001330383,NM_001330383.1
707,RAP1GAP,NC_000001.10,NM_001145658,NM_001145658.1
708,USP48,NC_000001.10,NM_001330394,NM_001330394.1
709,USP48,NC_000001.10,NM_032236,NM_032236.6
710,USP48,NC_000001.10,NM_001032730,NM_001032730.1
711,LDLRAD2,NC_000001.10,NM_001013693,NM_001013693.2
712,HSPG2,NC_000001.10,NM_005529,NM_005529.6
713,HSPG2,NC_000001.10,NM_001291860,NM_001291860.1
714,CELA3B,NC_000001.10,NM_007352,NM_007352.3
715,CELA3A,NC_000001.10,NM_005747,NM_005747.4
716,LINC01635,NC_000001.10,NR_110692,NR_110692.1
717,LINC00339,NC_000001.10,NR_023918,NR_023918.2
718,LINC00339,NC_000001.10,NR_109762,NR_109762.1
719,LINC00339,NC_000001.10,NR_023919,NR_023919.2
720,LINC00339,NC_000001.10,NR_109760,NR_109760.1
721,LINC00339,NC_000001.10,NR_109761,NR_109761.1
722,LINC00339,NC_000001.10,NR_109759,NR_109759.1
723,CDC42,NC_000001.10,NM_001039802,NM_001039802.1
724,CDC42,NC_000001.10,NM_001791,NM_001791.3
725,CDC42,NC_000001.10,NM_044472,NM_044472.2
726,WNT4,NC_000001.10,NM_030761,NM_030761.4
727,MIR4418,NC_000001.10,NR_039613,NR_039613.1
728,ZBTB40,NC_000001.10,NM_001083621,NM_001083621.1
729,ZBTB40,NC_000001.10,NM_014870,NM_014870.3
730,ZBTB40,NC_000001.10,NM_001330398,NM_001330398.1
731,EPHA8,NC_000001.10,NM_020526,NM_020526.4
732,EPHA8,NC_000001.10,NM_001006943,NM_001006943.2
733,MIR6127,NC_000001.10,NR_106742,NR_106742.1
734,C1QA,NC_000001.10,NM_001347465,NM_001347465.1
735,C1QA,NC_000001.10,NM_015991,NM_015991.3
736,C1QA,NC_000001.10,NM_001347466,NM_001347466.1
737,C1QC,NC_000001.10,NM_001347619,NM_001347619.1
738,C1QC,NC_000001.10,NM_001114101,NM_001114101.2
739,C1QC,NC_000001.10,NM_172369,NM_172369.4
740,C1QC,NC_000001.10,NM_001347620,NM_001347620.1
741,C1QB,NC_000001.10,NM_000491,NM_000491.4
742,EPHB2,NC_000001.10,NM_004442,NM_004442.7
743,EPHB2,NC_000001.10,NM_017449,NM_017449.4
744,EPHB2,NC_000001.10,NM_001309193,NM_001309193.1
745,EPHB2,NC_000001.10,NM_001309192,NM_001309192.1
746,MIR4684,NC_000001.10,NR_039832,NR_039832.1
747,MIR4253,NC_000001.10,NR_036214,NR_036214.1
748,LACTBL1,NC_000001.10,NM_001289974,NM_001289974.1
749,C1orf234,NC_000001.10,NM_001242521,NM_001242521.1
750,KDM1A,NC_000001.10,NM_001009999,NM_001009999.2
751,KDM1A,NC_000001.10,NM_015013,NM_015013.3
752,MIR3115,NC_000001.10,NR_036057,NR_036057.1
753,MIR4419A,NC_000001.10,NR_039614,NR_039614.1
754,LUZP1,NC_000001.10,NM_001142546,NM_001142546.1
755,LUZP1,NC_000001.10,NM_033631,NM_033631.3
756,HTR1D,NC_000001.10,NM_000864,NM_000864.4
757,LINC01355,NC_000001.10,NR_110616,NR_110616.1
758,HNRNPR,NC_000001.10,NM_001297622,NM_001297622.1
759,HNRNPR,NC_000001.10,NM_001297621,NM_001297621.1
760,HNRNPR,NC_000001.10,NM_001102397,NM_001102397.2
761,HNRNPR,NC_000001.10,NM_001102399,NM_001102399.2
762,HNRNPR,NC_000001.10,NM_001297620,NM_001297620.1
763,HNRNPR,NC_000001.10,NM_005826,NM_005826.4
764,HNRNPR,NC_000001.10,NM_001102398,NM_001102398.2
765,ZNF436,NC_000001.10,NM_001077195,NM_001077195.1
766,ZNF436,NC_000001.10,NM_030634,NM_030634.2
767,ZNF436-AS1,NC_000001.10,NR_033690,NR_033690.1
768,ZNF436-AS1,NC_000001.10,NR_033691,NR_033691.1
769,TCEA3,NC_000001.10,NM_003196,NM_003196.2
770,ASAP3,NC_000001.10,NM_001143778,NM_001143778.1
771,ASAP3,NC_000001.10,NM_017707,NM_017707.3
772,E2F2,NC_000001.10,NM_004091,NM_004091.3
773,LOC101928163,NC_000001.10,NR_110799,NR_110799.1
774,ID3,NC_000001.10,NM_002167,NM_002167.4
775,MDS2,NC_000001.10,NM_001348075,NM_001348075.1
776,RPL11,NC_000001.10,NM_000975,NM_000975.3
777,RPL11,NC_000001.10,NM_001199802,NM_001199802.1
778,ELOA,NC_000001.10,NM_003198,NM_003198.2
779,ELOA-AS1,NC_000001.10,NR_038280,NR_038280.1
780,PITHD1,NC_000001.10,NM_020362,NM_020362.4
781,LYPLA2,NC_000001.10,NM_007260,NM_007260.2
782,GALE,NC_000001.10,NM_001008216,NM_001008216.1
783,GALE,NC_000001.10,NM_000403,NM_000403.3
784,GALE,NC_000001.10,NM_001127621,NM_001127621.1
785,HMGCL,NC_000001.10,NM_001166059,NM_001166059.1
786,HMGCL,NC_000001.10,NM_000191,NM_000191.2
787,FUCA1,NC_000001.10,NM_000147,NM_000147.4
788,CNR2,NC_000001.10,NM_001841,NM_001841.2
789,MIR378F,NC_000001.10,NR_039615,NR_039615.1
790,PNRC2,NC_000001.10,NM_017761,NM_017761.3
791,SRSF10,NC_000001.10,NM_001191009,NM_001191009.2
792,SRSF10,NC_000001.10,NM_001191007,NM_001191007.2
793,SRSF10,NC_000001.10,NM_001300936,NM_001300936.1
794,SRSF10,NC_000001.10,NM_001191005,NM_001191005.2
795,SRSF10,NC_000001.10,NM_006625,NM_006625.5
796,SRSF10,NC_000001.10,NM_001191006,NM_001191006.2
797,SRSF10,NC_000001.10,NM_001300937,NM_001300937.1
798,SRSF10,NC_000001.10,NM_054016,NM_054016.3
799,SRSF10,NC_000001.10,NR_034035,NR_034035.2
800,MYOM3,NC_000001.10,NM_152372,NM_152372.3
801,IL22RA1,NC_000001.10,NM_021258,NM_021258.3
802,IFNLR1,NC_000001.10,NM_173065,NM_173065.2
803,IFNLR1,NC_000001.10,NM_173064,NM_173064.2
804,IFNLR1,NC_000001.10,NM_170743,NM_170743.3
805,LOC284632,NC_000001.10,NR_027087,NR_027087.2
806,GRHL3,NC_000001.10,NM_198174,NM_198174.2
807,GRHL3,NC_000001.10,NM_198173,NM_198173.2
808,GRHL3,NC_000001.10,NM_001195010,NM_001195010.1
809,GRHL3,NC_000001.10,NM_021180,NM_021180.3
810,STPG1,NC_000001.10,NM_001199012,NM_001199012.1
811,STPG1,NC_000001.10,NM_178122,NM_178122.4
812,STPG1,NC_000001.10,NM_001199013,NM_001199013.1
813,STPG1,NC_000001.10,NM_001199014,NM_001199014.1
814,NIPAL3,NC_000001.10,NM_001322854,NM_001322854.1
815,NIPAL3,NC_000001.10,NM_001322855,NM_001322855.1
816,NIPAL3,NC_000001.10,NM_001322856,NM_001322856.1
817,NIPAL3,NC_000001.10,NM_001322862,NM_001322862.1
818,NIPAL3,NC_000001.10,NM_001322863,NM_001322863.1
819,NIPAL3,NC_000001.10,NM_001322858,NM_001322858.1
820,NIPAL3,NC_000001.10,NM_001322868,NM_001322868.1
821,NIPAL3,NC_000001.10,NR_136508,NR_136508.1
822,NIPAL3,NC_000001.10,NR_136506,NR_136506.1
823,NIPAL3,NC_000001.10,NM_001322859,NM_001322859.1
824,NIPAL3,NC_000001.10,NM_001322860,NM_001322860.1
825,NIPAL3,NC_000001.10,NR_136507,NR_136507.1
826,NIPAL3,NC_000001.10,NM_001322866,NM_001322866.1
827,NIPAL3,NC_000001.10,NM_001322864,NM_001322864.1
828,NIPAL3,NC_000001.10,NM_001322861,NM_001322861.1
829,NIPAL3,NC_000001.10,NM_001330409,NM_001330409.1
830,NIPAL3,NC_000001.10,NM_001322865,NM_001322865.1
831,NIPAL3,NC_000001.10,NM_020448,NM_020448.4
832,NIPAL3,NC_000001.10,NM_001322857,NM_001322857.1
833,RCAN3AS,NC_000001.10,NR_144360,NR_144360.1
834,RCAN3AS,NC_000001.10,NR_045409,NR_045409.2
835,RCAN3AS,NC_000001.10,NR_045407,NR_045407.2
836,RCAN3AS,NC_000001.10,NR_045408,NR_045408.2
837,RCAN3,NC_000001.10,NM_001251979,NM_001251979.1
838,RCAN3,NC_000001.10,NM_001251984,NM_001251984.1
839,RCAN3,NC_000001.10,NM_013441,NM_013441.3
840,RCAN3,NC_000001.10,NM_001251983,NM_001251983.1
841,RCAN3,NC_000001.10,NM_001251977,NM_001251977.1
842,RCAN3,NC_000001.10,NM_001251981,NM_001251981.1
843,RCAN3,NC_000001.10,NM_001251978,NM_001251978.1
844,RCAN3,NC_000001.10,NM_001251980,NM_001251980.1
845,RCAN3,NC_000001.10,NM_001251982,NM_001251982.1
846,RCAN3,NC_000001.10,NM_001251985,NM_001251985.1
847,LOC100506985,NC_000001.10,NR_109781,NR_109781.1
848,NCMAP,NC_000001.10,NM_001010980,NM_001010980.4
849,SRRM1,NC_000001.10,NM_005839,NM_005839.3
850,SRRM1,NC_000001.10,NM_001303448,NM_001303448.1
851,SRRM1,NC_000001.10,NM_001303449,NM_001303449.1
852,CLIC4,NC_000001.10,NM_013943,NM_013943.2
853,RUNX3,NC_000001.10,NM_001320672,NM_001320672.1
854,RUNX3,NC_000001.10,NM_001031680,NM_001031680.2
855,RUNX3,NC_000001.10,NM_004350,NM_004350.2
856,MIR6731,NC_000001.10,NR_106789,NR_106789.1
857,MIR4425,NC_000001.10,NR_039623,NR_039623.1
858,SYF2,NC_000001.10,NM_207170,NM_207170.3
859,SYF2,NC_000001.10,NM_015484,NM_015484.4
860,RSRP1,NC_000001.10,NR_135788,NR_135788.1
861,RSRP1,NC_000001.10,NM_001321772,NM_001321772.1
862,RSRP1,NC_000001.10,NR_135787,NR_135787.1
863,RSRP1,NC_000001.10,NR_135789,NR_135789.1
864,RSRP1,NC_000001.10,NR_135777,NR_135777.1
865,RSRP1,NC_000001.10,NM_020317,NM_020317.4
866,RSRP1,NC_000001.10,NR_135785,NR_135785.1
867,RSRP1,NC_000001.10,NR_135144,NR_135144.1
868,RSRP1,NC_000001.10,NR_135783,NR_135783.1
869,RSRP1,NC_000001.10,NR_135781,NR_135781.1
870,RSRP1,NC_000001.10,NR_135782,NR_135782.1
871,RSRP1,NC_000001.10,NR_135778,NR_135778.1
872,RSRP1,NC_000001.10,NR_135780,NR_135780.1
873,RSRP1,NC_000001.10,NR_135786,NR_135786.1
874,RSRP1,NC_000001.10,NR_135784,NR_135784.1
875,RSRP1,NC_000001.10,NR_135143,NR_135143.1
876,RSRP1,NC_000001.10,NR_135792,NR_135792.1
877,RSRP1,NC_000001.10,NR_135793,NR_135793.1
878,RSRP1,NC_000001.10,NR_135791,NR_135791.1
879,RSRP1,NC_000001.10,NR_135790,NR_135790.1
880,RHD,NC_000001.10,NM_001282872,NM_001282872.1
881,RHD,NC_000001.10,NM_001282871,NM_001282871.1
882,RHD,NC_000001.10,NM_016124,NM_016124.4
883,RHD,NC_000001.10,NM_001282870,NM_001282870.1
884,RHD,NC_000001.10,NM_001282869,NM_001282869.1
885,RHD,NC_000001.10,NM_001282868,NM_001282868.1
886,RHD,NC_000001.10,NM_001127691,NM_001127691.2
887,RHD,NC_000001.10,NM_001282867,NM_001282867.1
888,TMEM50A,NC_000001.10,NM_014313,NM_014313.3
889,RHCE,NC_000001.10,NM_138616,NM_138616.3
890,RHCE,NC_000001.10,NM_138617,NM_138617.3
891,RHCE,NC_000001.10,NM_138618,NM_138618.3
892,RHCE,NC_000001.10,NM_001330430,NM_001330430.1
893,RHCE,NC_000001.10,NM_020485,NM_020485.4
894,TMEM57,NC_000001.10,NM_018202,NM_018202.5
895,TMEM57,NC_000001.10,NM_001282564,NM_001282564.1
896,LDLRAP1,NC_000001.10,NM_015627,NM_015627.2
897,MAN1C1,NC_000001.10,NM_020379,NM_020379.3
898,MAN1C1,NC_000001.10,NM_001289010,NM_001289010.1
