,Gene,Chromosome_Accession,Transcript,Transcript_ID_Full
447,SDHB,NC_000001.10,NM_003000,NM_003000.2
448,PADI2,NC_000001.10,NM_007365,NM_007365.2
449,PADI1,NC_000001.10,NM_013358,NM_013358.2
450,PADI3,NC_000001.10,NM_016233,NM_016233.2
451,PADI4,NC_000001.10,NM_012387,NM_012387.2
452,PADI6,NC_000001.10,NM_207421,NM_207421.4
453,RCC2,NC_000001.10,NM_018715,NM_018715.3
454,RCC2,NC_000001.10,NM_001136204,NM_001136204.2
455,ARHGEF10L,NC_000001.10,NM_018125,NM_018125.3
456,ARHGEF10L,NC_000001.10,NM_001011722,NM_001011722.2
457,ARHGEF10L,NC_000001.10,NM_001319837,NM_001319837.1
458,ARHGEF10L,NC_000001.10,NM_001319838,NM_001319838.1
459,ARHGEF10L,NC_000001.10,NM_001328124,NM_001328124.1
460,ACTL8,NC_000001.10,NM_030812,NM_030812.2
461,IGSF21,NC_000001.10,NM_032880,NM_032880.4
462,KLHDC7A,NC_000001.10,NM_152375,NM_152375.2
463,PAX7,NC_000001.10,NM_001135254,NM_001135254.1
464,PAX7,NC_000001.10,NM_002584,NM_002584.2
465,PAX7,NC_000001.10,NM_013945,NM_013945.2
466,TAS1R2,NC_000001.10,NM_152232,NM_152232.2
467,ALDH4A1,NC_000001.10,NM_001319218,NM_001319218.1
468,ALDH4A1,NC_000001.10,NM_170726,NM_170726.2
469,ALDH4A1,NC_000001.10,NM_003748,NM_003748.3
470,ALDH4A1,NC_000001.10,NM_001161504,NM_001161504.1
471,IFFO2,NC_000001.10,NM_001136265,NM_001136265.1
472,UBR4,NC_000001.10,NM_020765,NM_020765.2
473,EMC1,NC_000001.10,NM_001271429,NM_001271429.1
474,EMC1,NC_000001.10,NM_001271427,NM_001271427.1
475,EMC1,NC_000001.10,NM_001271428,NM_001271428.1
476,EMC1,NC_000001.10,NM_015047,NM_015047.2
477,MRTO4,NC_000001.10,NM_016183,NM_016183.3
478,AKR7A3,NC_000001.10,NM_012067,NM_012067.2
479,AKR7A2,NC_000001.10,NM_001320979,NM_001320979.1
480,AKR7A2,NC_000001.10,NM_003689,NM_003689.3
481,PQLC2,NC_000001.10,NM_001040125,NM_001040125.1
482,PQLC2,NC_000001.10,NM_017765,NM_017765.2
483,PQLC2,NC_000001.10,NM_001040126,NM_001040126.1
484,PQLC2,NC_000001.10,NM_001287531,NM_001287531.1
485,CAPZB,NC_000001.10,NM_004930,NM_004930.4
486,CAPZB,NC_000001.10,NM_001206540,NM_001206540.2
487,CAPZB,NC_000001.10,NM_001206541,NM_001206541.2
488,CAPZB,NC_000001.10,NM_001282162,NM_001282162.1
489,CAPZB,NC_000001.10,NM_001313932,NM_001313932.1
490,MINOS1-NBL1,NC_000001.10,NM_001204088,NM_001204088.1
491,MINOS1-NBL1,NC_000001.10,NM_001204089,NM_001204089.1
492,MINOS1,NC_000001.10,NM_001204083,NM_001204083.1
493,MINOS1,NC_000001.10,NM_001032363,NM_001032363.3
494,MINOS1,NC_000001.10,NM_001204082,NM_001204082.1
495,NBL1,NC_000001.10,NM_182744,NM_182744.3
496,NBL1,NC_000001.10,NM_001278164,NM_001278164.1
497,NBL1,NC_000001.10,NM_001278165,NM_001278165.1
498,NBL1,NC_000001.10,NM_001204084,NM_001204084.2
499,NBL1,NC_000001.10,NM_005380,NM_005380.7
500,NBL1,NC_000001.10,NM_001204085,NM_001204085.1
501,NBL1,NC_000001.10,NM_001204086,NM_001204086.2
502,NBL1,NC_000001.10,NM_001278166,NM_001278166.1
503,HTR6,NC_000001.10,NM_000871,NM_000871.2
504,TMCO4,NC_000001.10,NM_181719,NM_181719.4
505,RNF186,NC_000001.10,NM_019062,NM_019062.1
506,OTUD3,NC_000001.10,NM_015207,NM_015207.1
507,PLA2G2E,NC_000001.10,NM_014589,NM_014589.2
508,PLA2G2A,NC_000001.10,NM_001161728,NM_001161728.1
509,PLA2G2A,NC_000001.10,NM_001161727,NM_001161727.1
510,PLA2G2A,NC_000001.10,NM_000300,NM_000300.3
511,PLA2G2A,NC_000001.10,NM_001161729,NM_001161729.1
512,PLA2G5,NC_000001.10,NM_000929,NM_000929.2
513,PLA2G2D,NC_000001.10,NM_001271814,NM_001271814.1
514,PLA2G2D,NC_000001.10,NM_012400,NM_012400.3
515,PLA2G2F,NC_000001.10,NM_022819,NM_022819.3
516,PLA2G2C,NC_000001.10,NM_001316722,NM_001316722.1
517,UBXN10,NC_000001.10,NM_152376,NM_152376.4
518,VWA5B1,NC_000001.10,NM_001039500,NM_001039500.2
519,CAMK2N1,NC_000001.10,NM_018584,NM_018584.5
520,MUL1,NC_000001.10,NM_024544,NM_024544.2
521,FAM43B,NC_000001.10,NM_207334,NM_207334.2
522,CDA,NC_000001.10,NM_001785,NM_001785.2
523,PINK1,NC_000001.10,NM_032409,NM_032409.2
524,DDOST,NC_000001.10,NM_005216,NM_005216.4
525,KIF17,NC_000001.10,NM_001122819,NM_001122819.2
526,KIF17,NC_000001.10,NM_020816,NM_020816.3
527,KIF17,NC_000001.10,NM_001287212,NM_001287212.1
528,SH2D5,NC_000001.10,NM_001103160,NM_001103160.1
529,SH2D5,NC_000001.10,NM_001103161,NM_001103161.1
530,HP1BP3,NC_000001.10,NM_016287,NM_016287.3
531,EIF4G3,NC_000001.10,NM_001198801,NM_001198801.1
532,EIF4G3,NC_000001.10,NM_001198802,NM_001198802.1
533,EIF4G3,NC_000001.10,NM_003760,NM_003760.4
534,EIF4G3,NC_000001.10,NM_001198803,NM_001198803.2
535,ECE1,NC_000001.10,NM_001113348,NM_001113348.1
536,ECE1,NC_000001.10,NM_001397,NM_001397.2
537,ECE1,NC_000001.10,NM_001113349,NM_001113349.1
538,ECE1,NC_000001.10,NM_001113347,NM_001113347.1
539,NBPF3,NC_000001.10,NM_001330381,NM_001330381.1
540,NBPF3,NC_000001.10,NM_001256416,NM_001256416.2
541,NBPF3,NC_000001.10,NM_032264,NM_032264.4
542,NBPF3,NC_000001.10,NM_001256417,NM_001256417.2
543,ALPL,NC_000001.10,NM_000478,NM_000478.5
544,ALPL,NC_000001.10,NM_001127501,NM_001127501.3
545,ALPL,NC_000001.10,NM_001177520,NM_001177520.2
546,RAP1GAP,NC_000001.10,NM_002885,NM_002885.2
547,RAP1GAP,NC_000001.10,NM_001145657,NM_001145657.1
548,RAP1GAP,NC_000001.10,NM_001330383,NM_001330383.1
549,RAP1GAP,NC_000001.10,NM_001145658,NM_001145658.1
550,USP48,NC_000001.10,NM_001330394,NM_001330394.1
551,USP48,NC_000001.10,NM_032236,NM_032236.6
552,USP48,NC_000001.10,NM_001032730,NM_001032730.1
553,LDLRAD2,NC_000001.10,NM_001013693,NM_001013693.2
554,HSPG2,NC_000001.10,NM_005529,NM_005529.6
555,HSPG2,NC_000001.10,NM_001291860,NM_001291860.1
556,CELA3B,NC_000001.10,NM_007352,NM_007352.3
557,CELA3A,NC_000001.10,NM_005747,NM_005747.4
558,CDC42,NC_000001.10,NM_001039802,NM_001039802.1
559,CDC42,NC_000001.10,NM_001791,NM_001791.3
560,CDC42,NC_000001.10,NM_044472,NM_044472.2
561,WNT4,NC_000001.10,NM_030761,NM_030761.4
562,ZBTB40,NC_000001.10,NM_001083621,NM_001083621.1
563,ZBTB40,NC_000001.10,NM_014870,NM_014870.3
564,ZBTB40,NC_000001.10,NM_001330398,NM_001330398.1
565,EPHA8,NC_000001.10,NM_020526,NM_020526.4
566,EPHA8,NC_000001.10,NM_001006943,NM_001006943.2
567,C1QA,NC_000001.10,NM_001347465,NM_001347465.1
568,C1QA,NC_000001.10,NM_015991,NM_015991.3
569,C1QA,NC_000001.10,NM_001347466,NM_001347466.1
570,C1QC,NC_000001.10,NM_001347619,NM_001347619.1
571,C1QC,NC_000001.10,NM_001114101,NM_001114101.2
572,C1QC,NC_000001.10,NM_172369,NM_172369.4
573,C1QC,NC_000001.10,NM_001347620,NM_001347620.1
574,C1QB,NC_000001.10,NM_000491,NM_000491.4
575,EPHB2,NC_000001.10,NM_004442,NM_004442.7
576,EPHB2,NC_000001.10,NM_017449,NM_017449.4
577,EPHB2,NC_000001.10,NM_001309193,NM_001309193.1
578,EPHB2,NC_000001.10,NM_001309192,NM_001309192.1
579,LACTBL1,NC_000001.10,NM_001289974,NM_001289974.1
580,C1orf234,NC_000001.10,NM_001242521,NM_001242521.1
581,KDM1A,NC_000001.10,NM_001009999,NM_001009999.2
582,KDM1A,NC_000001.10,NM_015013,NM_015013.3
583,LUZP1,NC_000001.10,NM_001142546,NM_001142546.1
584,LUZP1,NC_000001.10,NM_033631,NM_033631.3
585,HTR1D,NC_000001.10,NM_000864,NM_000864.4
586,HNRNPR,NC_000001.10,NM_001297622,NM_001297622.1
587,HNRNPR,NC_000001.10,NM_001297621,NM_001297621.1
588,HNRNPR,NC_000001.10,NM_001102397,NM_001102397.2
589,HNRNPR,NC_000001.10,NM_001102399,NM_001102399.2
590,HNRNPR,NC_000001.10,NM_001297620,NM_001297620.1
591,HNRNPR,NC_000001.10,NM_005826,NM_005826.4
592,HNRNPR,NC_000001.10,NM_001102398,NM_001102398.2
593,ZNF436,NC_000001.10,NM_001077195,NM_001077195.1
594,ZNF436,NC_000001.10,NM_030634,NM_030634.2
595,TCEA3,NC_000001.10,NM_003196,NM_003196.2
596,ASAP3,NC_000001.10,NM_001143778,NM_001143778.1
597,ASAP3,NC_000001.10,NM_017707,NM_017707.3
598,E2F2,NC_000001.10,NM_004091,NM_004091.3
599,ID3,NC_000001.10,NM_002167,NM_002167.4
600,MDS2,NC_000001.10,NM_001348075,NM_001348075.1
601,RPL11,NC_000001.10,NM_000975,NM_000975.3
602,RPL11,NC_000001.10,NM_001199802,NM_001199802.1
603,ELOA,NC_000001.10,NM_003198,NM_003198.2
604,PITHD1,NC_000001.10,NM_020362,NM_020362.4
605,LYPLA2,NC_000001.10,NM_007260,NM_007260.2
606,GALE,NC_000001.10,NM_001008216,NM_001008216.1
607,GALE,NC_000001.10,NM_000403,NM_000403.3
608,GALE,NC_000001.10,NM_001127621,NM_001127621.1
609,HMGCL,NC_000001.10,NM_001166059,NM_001166059.1
610,HMGCL,NC_000001.10,NM_000191,NM_000191.2
611,FUCA1,NC_000001.10,NM_000147,NM_000147.4
612,CNR2,NC_000001.10,NM_001841,NM_001841.2
613,PNRC2,NC_000001.10,NM_017761,NM_017761.3
614,SRSF10,NC_000001.10,NM_001191009,NM_001191009.2
615,SRSF10,NC_000001.10,NM_001191007,NM_001191007.2
616,SRSF10,NC_000001.10,NM_001300936,NM_001300936.1
617,SRSF10,NC_000001.10,NM_001191005,NM_001191005.2
618,SRSF10,NC_000001.10,NM_006625,NM_006625.5
619,SRSF10,NC_000001.10,NM_001191006,NM_001191006.2
620,SRSF10,NC_000001.10,NM_001300937,NM_001300937.1
621,SRSF10,NC_000001.10,NM_054016,NM_054016.3
622,MYOM3,NC_000001.10,NM_152372,NM_152372.3
623,IL22RA1,NC_000001.10,NM_021258,NM_021258.3
624,IFNLR1,NC_000001.10,NM_173065,NM_173065.2
625,IFNLR1,NC_000001.10,NM_173064,NM_173064.2
626,IFNLR1,NC_000001.10,NM_170743,NM_170743.3
627,GRHL3,NC_000001.10,NM_198174,NM_198174.2
628,GRHL3,NC_000001.10,NM_198173,NM_198173.2
629,GRHL3,NC_000001.10,NM_001195010,NM_001195010.1
630,GRHL3,NC_000001.10,NM_021180,NM_021180.3
631,STPG1,NC_000001.10,NM_001199012,NM_001199012.1
632,STPG1,NC_000001.10,NM_178122,NM_178122.4
633,STPG1,NC_000001.10,NM_001199013,NM_001199013.1
634,STPG1,NC_000001.10,NM_001199014,NM_001199014.1
635,NIPAL3,NC_000001.10,NM_001322854,NM_001322854.1
636,NIPAL3,NC_000001.10,NM_001322855,NM_001322855.1
637,NIPAL3,NC_000001.10,NM_001322856,NM_001322856.1
638,NIPAL3,NC_000001.10,NM_001322862,NM_001322862.1
639,NIPAL3,NC_000001.10,NM_001322863,NM_001322863.1
640,NIPAL3,NC_000001.10,NM_001322858,NM_001322858.1
641,NIPAL3,NC_000001.10,NM_001322868,NM_001322868.1
642,NIPAL3,NC_000001.10,NM_001322859,NM_001322859.1
643,NIPAL3,NC_000001.10,NM_001322860,NM_001322860.1
644,NIPAL3,NC_000001.10,NM_001322866,NM_001322866.1
645,NIPAL3,NC_000001.10,NM_001322864,NM_001322864.1
646,NIPAL3,NC_000001.10,NM_001322861,NM_001322861.1
647,NIPAL3,NC_000001.10,NM_001330409,NM_001330409.1
648,NIPAL3,NC_000001.10,NM_001322865,NM_001322865.1
649,NIPAL3,NC_000001.10,NM_020448,NM_020448.4
650,NIPAL3,NC_000001.10,NM_001322857,NM_001322857.1
651,RCAN3,NC_000001.10,NM_001251979,NM_001251979.1
652,RCAN3,NC_000001.10,NM_001251984,NM_001251984.1
653,RCAN3,NC_000001.10,NM_013441,NM_013441.3
654,RCAN3,NC_000001.10,NM_001251983,NM_001251983.1
655,RCAN3,NC_000001.10,NM_001251977,NM_001251977.1
656,RCAN3,NC_000001.10,NM_001251981,NM_001251981.1
657,RCAN3,NC_000001.10,NM_001251978,NM_001251978.1
658,RCAN3,NC_000001.10,NM_001251980,NM_001251980.1
659,RCAN3,NC_000001.10,NM_001251982,NM_001251982.1
660,RCAN3,NC_000001.10,NM_001251985,NM_001251985.1
661,NCMAP,NC_000001.10,NM_001010980,NM_001010980.4
662,SRRM1,NC_000001.10,NM_005839,NM_005839.3
663,SRRM1,NC_000001.10,NM_001303448,NM_001303448.1
664,SRRM1,NC_000001.10,NM_001303449,NM_001303449.1
665,CLIC4,NC_000001.10,NM_013943,NM_013943.2
666,RUNX3,NC_000001.10,NM_001320672,NM_001320672.1
667,RUNX3,NC_000001.10,NM_001031680,NM_001031680.2
668,RUNX3,NC_000001.10,NM_004350,NM_004350.2
669,SYF2,NC_000001.10,NM_207170,NM_207170.3
670,SYF2,NC_000001.10,NM_015484,NM_015484.4
671,RSRP1,NC_000001.10,NM_001321772,NM_001321772.1
672,RSRP1,NC_000001.10,NM_020317,NM_020317.4
673,RHD,NC_000001.10,NM_001282872,NM_001282872.1
674,RHD,NC_000001.10,NM_001282871,NM_001282871.1
675,RHD,NC_000001.10,NM_016124,NM_016124.4
676,RHD,NC_000001.10,NM_001282870,NM_001282870.1
677,RHD,NC_000001.10,NM_001282869,NM_001282869.1
678,RHD,NC_000001.10,NM_001282868,NM_001282868.1
679,RHD,NC_000001.10,NM_001127691,NM_001127691.2
680,RHD,NC_000001.10,NM_001282867,NM_001282867.1
681,TMEM50A,NC_000001.10,NM_014313,NM_014313.3
682,RHCE,NC_000001.10,NM_138616,NM_138616.3
683,RHCE,NC_000001.10,NM_138617,NM_138617.3
684,RHCE,NC_000001.10,NM_138618,NM_138618.3
685,RHCE,NC_000001.10,NM_001330430,NM_001330430.1
686,RHCE,NC_000001.10,NM_020485,NM_020485.4
687,TMEM57,NC_000001.10,NM_018202,NM_018202.5
688,TMEM57,NC_000001.10,NM_001282564,NM_001282564.1
689,LDLRAP1,NC_000001.10,NM_015627,NM_015627.2
690,MAN1C1,NC_000001.10,NM_020379,NM_020379.3
691,MAN1C1,NC_000001.10,NM_001289010,NM_001289010.1
692,SELENON,NC_000001.10,NM_020451,NM_020451.2
693,SELENON,NC_000001.10,NM_206926,NM_206926.1
694,MTFR1L,NC_000001.10,NM_001099625,NM_001099625.1
695,MTFR1L,NC_000001.10,NM_001099627,NM_001099627.1
696,MTFR1L,NC_000001.10,NM_019557,NM_019557.5
697,MTFR1L,NC_000001.10,NM_001099626,NM_001099626.1
698,AUNIP,NC_000001.10,NM_001287490,NM_001287490.1
699,AUNIP,NC_000001.10,NM_024037,NM_024037.2
700,PAQR7,NC_000001.10,NM_178422,NM_178422.5
701,STMN1,NC_000001.10,NM_001145454,NM_001145454.2
702,STMN1,NC_000001.10,NM_203399,NM_203399.1
703,STMN1,NC_000001.10,NM_005563,NM_005563.3
704,STMN1,NC_000001.10,NM_203401,NM_203401.1
705,PAFAH2,NC_000001.10,NM_000437,NM_000437.3
706,EXTL1,NC_000001.10,NM_004455,NM_004455.2
707,SLC30A2,NC_000001.10,NM_032513,NM_032513.4
708,SLC30A2,NC_000001.10,NM_001004434,NM_001004434.2
709,TRIM63,NC_000001.10,NM_032588,NM_032588.3
710,PDIK1L,NC_000001.10,NM_001243532,NM_001243532.1
711,PDIK1L,NC_000001.10,NM_001243533,NM_001243533.1
712,PDIK1L,NC_000001.10,NM_152835,NM_152835.4
713,FAM110D,NC_000001.10,NM_024869,NM_024869.2
714,ZNF593,NC_000001.10,NM_015871,NM_015871.4
715,CNKSR1,NC_000001.10,NM_001297647,NM_001297647.1
716,CNKSR1,NC_000001.10,NM_006314,NM_006314.2
717,CNKSR1,NC_000001.10,NM_001297648,NM_001297648.1
718,CATSPER4,NC_000001.10,NM_198137,NM_198137.1
719,CEP85,NC_000001.10,NM_022778,NM_022778.4
720,CEP85,NC_000001.10,NM_001319944,NM_001319944.1
721,CEP85,NC_000001.10,NM_001281517,NM_001281517.2
722,CEP85,NC_000001.10,NM_001281518,NM_001281518.2
723,SH3BGRL3,NC_000001.10,NM_031286,NM_031286.3
724,UBXN11,NC_000001.10,NM_145345,NM_145345.2
725,UBXN11,NC_000001.10,NM_001077262,NM_001077262.1
726,UBXN11,NC_000001.10,NM_183008,NM_183008.2
727,CD52,NC_000001.10,NM_001803,NM_001803.2
728,AIM1L,NC_000001.10,NM_001039775,NM_001039775.3
729,ZNF683,NC_000001.10,NM_173574,NM_173574.3
730,ZNF683,NC_000001.10,NM_001307925,NM_001307925.1
731,ZNF683,NC_000001.10,NM_001114759,NM_001114759.2
732,LIN28A,NC_000001.10,NM_024674,NM_024674.5
733,DHDDS,NC_000001.10,NM_001319959,NM_001319959.1
734,DHDDS,NC_000001.10,NM_024887,NM_024887.3
735,DHDDS,NC_000001.10,NM_205861,NM_205861.2
736,DHDDS,NC_000001.10,NM_001243564,NM_001243564.1
737,DHDDS,NC_000001.10,NM_001243565,NM_001243565.1
738,HMGN2,NC_000001.10,NM_005517,NM_005517.3
739,RPS6KA1,NC_000001.10,NM_002953,NM_002953.3
740,RPS6KA1,NC_000001.10,NM_001330441,NM_001330441.1
741,RPS6KA1,NC_000001.10,NM_001006665,NM_001006665.1
742,ARID1A,NC_000001.10,NM_006015,NM_006015.4
743,ARID1A,NC_000001.10,NM_139135,NM_139135.2
744,PIGV,NC_000001.10,NM_017837,NM_017837.3
745,PIGV,NC_000001.10,NM_001202554,NM_001202554.1
746,ZDHHC18,NC_000001.10,NM_032283,NM_032283.2
747,SFN,NC_000001.10,NM_006142,NM_006142.3
748,GPN2,NC_000001.10,NM_018066,NM_018066.3
749,GPATCH3,NC_000001.10,NM_022078,NM_022078.2
750,NR0B2,NC_000001.10,NM_021969,NM_021969.2
751,NUDC,NC_000001.10,NM_006600,NM_006600.3
752,KDF1,NC_000001.10,NM_152365,NM_152365.2
753,TRNP1,NC_000001.10,NM_001013642,NM_001013642.2
754,FAM46B,NC_000001.10,NM_052943,NM_052943.3
755,SLC9A1,NC_000001.10,NM_003047,NM_003047.4
756,WDTC1,NC_000001.10,NM_001276252,NM_001276252.1
757,WDTC1,NC_000001.10,NM_015023,NM_015023.4
758,TMEM222,NC_000001.10,NM_032125,NM_032125.2
759,SYTL1,NC_000001.10,NM_001193308,NM_001193308.1
760,SYTL1,NC_000001.10,NM_032872,NM_032872.2
761,MAP3K6,NC_000001.10,NM_001297609,NM_001297609.1
762,MAP3K6,NC_000001.10,NM_004672,NM_004672.4
763,FCN3,NC_000001.10,NM_173452,NM_173452.2
764,FCN3,NC_000001.10,NM_003665,NM_003665.3
765,CD164L2,NC_000001.10,NM_001330448,NM_001330448.1
766,CD164L2,NC_000001.10,NM_207397,NM_207397.4
767,GPR3,NC_000001.10,NM_005281,NM_005281.3
768,WASF2,NC_000001.10,NM_001201404,NM_001201404.2
769,WASF2,NC_000001.10,NM_006990,NM_006990.4
770,AHDC1,NC_000001.10,NM_001029882,NM_001029882.3
771,FGR,NC_000001.10,NM_005248,NM_005248.2
772,FGR,NC_000001.10,NM_001042729,NM_001042729.1
773,FGR,NC_000001.10,NM_001042747,NM_001042747.1
774,IFI6,NC_000001.10,NM_002038,NM_002038.3
775,IFI6,NC_000001.10,NM_022872,NM_022872.2
776,IFI6,NC_000001.10,NM_022873,NM_022873.2
777,FAM76A,NC_000001.10,NM_001143912,NM_001143912.1
778,FAM76A,NC_000001.10,NM_001143913,NM_001143913.1
779,FAM76A,NC_000001.10,NM_152660,NM_152660.2
780,FAM76A,NC_000001.10,NM_001143914,NM_001143914.1
781,FAM76A,NC_000001.10,NM_001143915,NM_001143915.1
782,STX12,NC_000001.10,NM_177424,NM_177424.2
783,PPP1R8,NC_000001.10,NM_014110,NM_014110.4
784,PPP1R8,NC_000001.10,NM_002713,NM_002713.3
785,PPP1R8,NC_000001.10,NM_138558,NM_138558.2
786,THEMIS2,NC_000001.10,NM_001105556,NM_001105556.2
787,THEMIS2,NC_000001.10,NM_001286113,NM_001286113.1
788,THEMIS2,NC_000001.10,NM_004848,NM_004848.3
789,THEMIS2,NC_000001.10,NM_001286115,NM_001286115.1
790,THEMIS2,NC_000001.10,NM_001039477,NM_001039477.2
791,RPA2,NC_000001.10,NM_001297558,NM_001297558.1
792,RPA2,NC_000001.10,NM_002946,NM_002946.4
793,RPA2,NC_000001.10,NM_001286076,NM_001286076.1
794,SMPDL3B,NC_000001.10,NM_001304579,NM_001304579.1
795,SMPDL3B,NC_000001.10,NM_014474,NM_014474.3
796,SMPDL3B,NC_000001.10,NM_001009568,NM_001009568.2
797,XKR8,NC_000001.10,NM_018053,NM_018053.3
798,EYA3,NC_000001.10,NM_001282562,NM_001282562.1
799,EYA3,NC_000001.10,NM_001282561,NM_001282561.1
800,EYA3,NC_000001.10,NM_001990,NM_001990.3
801,EYA3,NC_000001.10,NM_001282560,NM_001282560.1
802,PTAFR,NC_000001.10,NM_001164722,NM_001164722.2
803,PTAFR,NC_000001.10,NM_001164721,NM_001164721.1
804,PTAFR,NC_000001.10,NM_000952,NM_000952.4
805,PTAFR,NC_000001.10,NM_001164723,NM_001164723.2
806,DNAJC8,NC_000001.10,NM_014280,NM_014280.2
807,ATPIF1,NC_000001.10,NM_178191,NM_178191.2
808,ATPIF1,NC_000001.10,NM_178190,NM_178190.2
809,ATPIF1,NC_000001.10,NM_016311,NM_016311.4
810,SESN2,NC_000001.10,NM_031459,NM_031459.4
811,MED18,NC_000001.10,NM_017638,NM_017638.2
812,MED18,NC_000001.10,NM_001127350,NM_001127350.1
813,PHACTR4,NC_000001.10,NM_001048183,NM_001048183.1
814,PHACTR4,NC_000001.10,NM_023923,NM_023923.3
815,RCC1,NC_000001.10,NM_001048199,NM_001048199.2
816,RCC1,NC_000001.10,NM_001048194,NM_001048194.2
817,RCC1,NC_000001.10,NM_001048195,NM_001048195.2
818,RCC1,NC_000001.10,NM_001269,NM_001269.4
819,TRNAU1AP,NC_000001.10,NM_017846,NM_017846.4
820,RAB42,NC_000001.10,NM_152304,NM_152304.1
821,RAB42,NC_000001.10,NM_001193532,NM_001193532.1
822,TAF12,NC_000001.10,NM_005644,NM_005644.3
823,TAF12,NC_000001.10,NM_001135218,NM_001135218.1
824,GMEB1,NC_000001.10,NM_006582,NM_006582.3
825,GMEB1,NC_000001.10,NM_001319674,NM_001319674.1
826,GMEB1,NC_000001.10,NM_024482,NM_024482.2
827,YTHDF2,NC_000001.10,NM_001173128,NM_001173128.1
828,YTHDF2,NC_000001.10,NM_016258,NM_016258.2
829,YTHDF2,NC_000001.10,NM_001172828,NM_001172828.1
830,OPRD1,NC_000001.10,NM_000911,NM_000911.3
831,EPB41,NC_000001.10,NM_203342,NM_203342.2
832,EPB41,NC_000001.10,NM_001166005,NM_001166005.1
833,EPB41,NC_000001.10,NM_203343,NM_203343.2
834,EPB41,NC_000001.10,NM_004437,NM_004437.3
835,EPB41,NC_000001.10,NM_001166007,NM_001166007.1
836,EPB41,NC_000001.10,NM_001166006,NM_001166006.1
837,TMEM200B,NC_000001.10,NM_001003682,NM_001003682.3
838,TMEM200B,NC_000001.10,NM_001171868,NM_001171868.1
839,SRSF4,NC_000001.10,NM_005626,NM_005626.4
840,MECR,NC_000001.10,NM_016011,NM_016011.3
841,MECR,NC_000001.10,NM_001024732,NM_001024732.2
842,PTPRU,NC_000001.10,NM_005704,NM_005704.4
843,PTPRU,NC_000001.10,NM_133177,NM_133177.3
844,PTPRU,NC_000001.10,NM_133178,NM_133178.3
845,PTPRU,NC_000001.10,NM_001195001,NM_001195001.1
846,MATN1,NC_000001.10,NM_002379,NM_002379.3
847,LAPTM5,NC_000001.10,NM_006762,NM_006762.2
848,SDC3,NC_000001.10,NM_014654,NM_014654.3
849,PUM1,NC_000001.10,NM_014676,NM_014676.2
850,PUM1,NC_000001.10,NM_001020658,NM_001020658.1
851,NKAIN1,NC_000001.10,NM_024522,NM_024522.2
852,SNRNP40,NC_000001.10,NM_004814,NM_004814.2
853,ZCCHC17,NC_000001.10,NM_001282568,NM_001282568.1
854,ZCCHC17,NC_000001.10,NM_001282566,NM_001282566.1
855,ZCCHC17,NC_000001.10,NM_001282569,NM_001282569.1
856,ZCCHC17,NC_000001.10,NM_001282573,NM_001282573.1
857,ZCCHC17,NC_000001.10,NM_016505,NM_016505.3
858,ZCCHC17,NC_000001.10,NM_001282574,NM_001282574.1
859,ZCCHC17,NC_000001.10,NM_001282572,NM_001282572.1
860,ZCCHC17,NC_000001.10,NM_001282571,NM_001282571.1
861,ZCCHC17,NC_000001.10,NM_001282567,NM_001282567.1
862,ZCCHC17,NC_000001.10,NM_001282570,NM_001282570.1
863,FABP3,NC_000001.10,NM_004102,NM_004102.4
864,FABP3,NC_000001.10,NM_001320996,NM_001320996.1
865,SERINC2,NC_000001.10,NM_001199038,NM_001199038.1
866,SERINC2,NC_000001.10,NM_001199037,NM_001199037.1
867,SERINC2,NC_000001.10,NM_178865,NM_178865.4
868,SERINC2,NC_000001.10,NM_001199039,NM_001199039.1
869,SERINC2,NC_000001.10,NM_018565,NM_018565.3
870,TINAGL1,NC_000001.10,NM_022164,NM_022164.2
871,TINAGL1,NC_000001.10,NM_001204414,NM_001204414.1
872,TINAGL1,NC_000001.10,NM_001204415,NM_001204415.1
873,HCRTR1,NC_000001.10,NM_001525,NM_001525.2
874,PEF1,NC_000001.10,NM_012392,NM_012392.3
875,COL16A1,NC_000001.10,NM_001856,NM_001856.3
876,ADGRB2,NC_000001.10,NM_001294336,NM_001294336.1
877,ADGRB2,NC_000001.10,NM_001294335,NM_001294335.1
878,SPOCD1,NC_000001.10,NM_001281988,NM_001281988.1
879,SPOCD1,NC_000001.10,NM_001281987,NM_001281987.1
880,SPOCD1,NC_000001.10,NM_144569,NM_144569.5
881,PTP4A2,NC_000001.10,NM_080391,NM_080391.3
882,PTP4A2,NC_000001.10,NM_001195101,NM_001195101.1
883,PTP4A2,NC_000001.10,NM_001195100,NM_001195100.1
884,KHDRBS1,NC_000001.10,NM_006559,NM_006559.2
885,KHDRBS1,NC_000001.10,NM_001271878,NM_001271878.1
886,TMEM39B,NC_000001.10,NM_001319677,NM_001319677.1
887,TMEM39B,NC_000001.10,NM_018056,NM_018056.3
888,TMEM39B,NC_000001.10,NM_001319678,NM_001319678.1
889,TMEM39B,NC_000001.10,NM_001319679,NM_001319679.1
890,KPNA6,NC_000001.10,NM_012316,NM_012316.4
891,TXLNA,NC_000001.10,NM_175852,NM_175852.3
892,CCDC28B,NC_000001.10,NM_001301011,NM_001301011.1
893,CCDC28B,NC_000001.10,NM_024296,NM_024296.4
894,IQCC,NC_000001.10,NM_001160042,NM_001160042.1
